museum,museumLabel,inceptionYear,countryLabel,visitors,area,socialFollowers
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,4226879,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,4226879,67000,497943
http://www.wikidata.org/entity/Q6373,Британский музей,1753,Великобритания,5821000,,736000
http://www.wikidata.org/entity/Q6373,Британский музей,1753,Великобритания,5821000,,2072837
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,8132518,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,8132518,67000,497943
http://www.wikidata.org/entity/Q59435,Музей Леопольда,2001,Австрия,,,4843
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7702135,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7702135,67000,497943
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,135000,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,44030,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,66470,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,131520,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,147030,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,35012,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,42741,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,64632,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,72312,,22972
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,36107,600,309856
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,36107,850,309856
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,85065,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,100722,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,111896,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,114596,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,116534,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,123032,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,126835,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,146087,,22972
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,147759,,22972
http://www.wikidata.org/entity/Q82748,Musée Bossuet,1927,Франция,5135,,
http://www.wikidata.org/entity/Q82748,Musée Bossuet,1927,Франция,7376,,
http://www.wikidata.org/entity/Q82748,Musée Bossuet,1927,Франция,7692,,
http://www.wikidata.org/entity/Q82748,Musée Bossuet,1927,Франция,8201,,
http://www.wikidata.org/entity/Q82748,Musée Bossuet,1927,Франция,8323,,
http://www.wikidata.org/entity/Q82748,Musée Bossuet,1927,Франция,8486,,
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,6701193,67000,100000
http://www.wikidata.org/entity/Q49135,Музей Изабеллы Стюарт Гарднер,1903,США,,,50928
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,6701193,67000,497943
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7567008,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7567008,67000,497943
http://www.wikidata.org/entity/Q8330,Музей современного искусства (Лион),1984,Франция,226442,,22972
http://www.wikidata.org/entity/Q63751,Художественный музей Рубина,2004,США,,,20000
http://www.wikidata.org/entity/Q63751,Художественный музей Рубина,2004,США,,,143696
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7714389,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7714389,67000,497943
http://www.wikidata.org/entity/Q51252,Уффици,1560,Италия,969978,47515,72342
http://www.wikidata.org/entity/Q31609,Galerías Layetanas,1915,Испания,,,
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7432801,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,7432801,67000,497943
http://www.wikidata.org/entity/Q511,Лионский музей изобразительных искусств,1801,Франция,356369,,30546
http://www.wikidata.org/entity/Q63828,Хиросимский музей искусств,1978,Япония,,,
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,61364,600,309856
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,61364,850,309856
http://www.wikidata.org/entity/Q80784,Liege Fine Arts Museum,2011,Бельгия,,,
http://www.wikidata.org/entity/Q29286,Палаццо Питти,1458,Италия,650612,,
http://www.wikidata.org/entity/Q49133,Музей изящных искусств Бостона,1870,США,477427,,408016
http://www.wikidata.org/entity/Q46812,Национальный музей африканского искусства,1964,США,213000,,13449
http://www.wikidata.org/entity/Q46812,Национальный музей африканского искусства,1964,США,322000,,13449
http://www.wikidata.org/entity/Q46815,Музей Израиля,1965,Израиль,760000,,
http://www.wikidata.org/entity/Q46815,Музей Израиля,1965,Израиль,750066,,
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,6746198,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,6746198,67000,497943
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,2593260,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,2593260,67000,497943
http://www.wikidata.org/entity/Q4890,Галерея старых мастеров,1855,Германия,500000,,7949
http://www.wikidata.org/entity/Q23402,Музей Орсе,1986,Франция,1044365,,62200
http://www.wikidata.org/entity/Q23402,Музей Орсе,1986,Франция,1044365,,756348
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,5606127,67000,100000
http://www.wikidata.org/entity/Q4872,Государственный музей изобразительных искусств имени А. С. Пушкина,1912,Россия,1300900,,93200
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,5606127,67000,497943
http://www.wikidata.org/entity/Q4872,Государственный музей изобразительных искусств имени А. С. Пушкина,1912,Россия,1481300,,93200
http://www.wikidata.org/entity/Q4872,Государственный музей изобразительных искусств имени А. С. Пушкина,1912,Россия,1300900,,124425
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,4741758,67000,100000
http://www.wikidata.org/entity/Q4872,Государственный музей изобразительных искусств имени А. С. Пушкина,1912,Россия,1481300,,124425
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,4741758,67000,497943
http://www.wikidata.org/entity/Q9494,Африканский музей (Лион),1863,Франция,,,
http://www.wikidata.org/entity/Q49739,Панорама Крестьянской войны в Германии,1976,Германия,,,
http://www.wikidata.org/entity/Q537,Вальдемарсудде,1947,Швеция,,,
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,260478,600,309856
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,260478,850,309856
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,4329611,67000,100000
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,4329611,67000,497943
http://www.wikidata.org/entity/Q4872,Государственный музей изобразительных искусств имени А. С. Пушкина,1912,Россия,766325,,93200
http://www.wikidata.org/entity/Q4872,Государственный музей изобразительных искусств имени А. С. Пушкина,1912,Россия,766325,,124425
http://www.wikidata.org/entity/Q27085,MdAO - Art Museum,1995,Италия,,130,
http://www.wikidata.org/entity/Q31138,Szolnok gallery,1898,Венгрия,,,
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,272254,600,309856
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,272254,850,309856
http://www.wikidata.org/entity/Q11643,Музей плохого искусства,1994,США,,,
http://www.wikidata.org/entity/Q8012,Музей и художественная галерея Дерби,1879,Великобритания,,,
http://www.wikidata.org/entity/Q59468,Новая галерея,2001,США,,,
http://www.wikidata.org/entity/Q19844,Замок Риволи,1984,Италия,,1.54,
http://www.wikidata.org/entity/Q19844,Замок Риволи,1984,Италия,,486.76,
http://www.wikidata.org/entity/Q19675,Лувр,1793,Франция,2825000,210000,126000
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,236400,600,309856
http://www.wikidata.org/entity/Q51099,Музей театра Ла Скала,1913,Италия,236400,850,309856
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,6087556,67000,100000
http://www.wikidata.org/entity/Q19675,Лувр,1793,Франция,2825000,210000,1579945
http://www.wikidata.org/entity/Q2946,Версаль,1661,Франция,6087556,67000,497943
http://www.wikidata.org/entity/Q124302,Художественный музей Челси,2002,США,,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,220000,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,29405,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,36377,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,40454,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,46547,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,52564,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,60476,,
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),1801,Франция,174958,,
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,224957,,15200
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,224957,,60052
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,232637,,15200
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,232637,,60052
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,238131,,15200
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,238131,,60052
http://www.wikidata.org/entity/Q93691,Хьюстонский музей современного искусства,1948,США,,,13928
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,338647,,15200
http://www.wikidata.org/entity/Q118142,Музей Современного искусства Чикаго,1967,США,338647,,60052
http://www.wikidata.org/entity/Q155885,Mount Stewart,2013,Великобритания,,,
http://www.wikidata.org/entity/Q154568,Старая пинакотека,1836,Германия,193570,,
http://www.wikidata.org/entity/Q169542,Гамбургский кунстхалле,1868,Германия,,,7879
http://www.wikidata.org/entity/Q162111,Старая национальная галерея,1876,Германия,316000,,
http://www.wikidata.org/entity/Q95569,Музей истории искусств,1891,Австрия,579204,,2338
http://www.wikidata.org/entity/Q162077,Глиптотека,1830,Германия,,,
http://www.wikidata.org/entity/Q163804,Штеделевский художественный институт,1816,Германия,,,55852
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2006,Франция,615795,,21900
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2006,Франция,615795,,310540
http://www.wikidata.org/entity/Q165631,Берлинская картинная галерея,1830,Германия,,,
http://www.wikidata.org/entity/Q119160,Museum of Domestic Design and Architecture,2000,Великобритания,,,21504
http://www.wikidata.org/entity/Q93425,Хиросимский музей современного искусства,1989,Япония,,,9533
http://www.wikidata.org/entity/Q160236,Метрополитен-музей,1870,США,1958000,,456000
http://www.wikidata.org/entity/Q160112,Прадо,1819,Испания,1175296,41995,213000
http://www.wikidata.org/entity/Q160112,Прадо,1819,Испания,1175296,41995,1313537
http://www.wikidata.org/entity/Q160236,Метрополитен-музей,1870,США,1958000,,4286866
http://www.wikidata.org/entity/Q127064,Музей изобразительных искусств Бильбао,1908,Испания,,,
http://www.wikidata.org/entity/Q162610,Национальная галерея Берлина,1861,Германия,,,
http://www.wikidata.org/entity/Q128316,Художественный музей Гонолулу,1922,США,,,10501
http://www.wikidata.org/entity/Q153306,Национальный музей в Варшаве,1862,Польша,337629,,10100
http://www.wikidata.org/entity/Q153306,Национальный музей в Варшаве,1862,Польша,337629,,15099
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,146370,4174,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,330000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,1080000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,162000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,165000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,206000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,252000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,253000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,271000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,330000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,1080000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,362000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,162000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,165000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,206000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,252000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,253000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,271000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1822,Германия,531000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,362000,,
http://www.wikidata.org/entity/Q156722,Старый музей,1830,Германия,531000,,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,146370,523087,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,111727,4174,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,111727,523087,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,17740,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,17880,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,21070,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,21920,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,24050,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,42090,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,15733,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,17798,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,18573,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,19372,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,19715,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,19822,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,21436,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,22078,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,22533,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,23699,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,25288,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,28693,,
http://www.wikidata.org/entity/Q167182,Georges Labit Museum,1893,Франция,29717,,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,386415,4174,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,397082,4174,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,386415,523087,
http://www.wikidata.org/entity/Q164887,Музей искусства и истории культуры,1883,Германия,,,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,397082,523087,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,417976,4174,
http://www.wikidata.org/entity/Q150066,Пинакотека Брера,1776,Италия,417976,523087,
http://www.wikidata.org/entity/Q157825,Музей Боде,1904,Германия,233000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,750000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,1260000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,1410000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,739000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,751000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,995000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,1035000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,1093000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,1298000,,
http://www.wikidata.org/entity/Q157298,Пергамский музей,1910,Германия,1305000,,
http://www.wikidata.org/entity/Q684556,Villa Flora,1846,Швейцария,,,
http://www.wikidata.org/entity/Q768259,Musei di San Domenico,2005,Италия,3477,2176,
http://www.wikidata.org/entity/Q768259,Musei di San Domenico,2005,Италия,13579,2176,
http://www.wikidata.org/entity/Q768259,Musei di San Domenico,2005,Италия,52537,2176,
http://www.wikidata.org/entity/Q768259,Musei di San Domenico,2005,Италия,94711,2176,
http://www.wikidata.org/entity/Q688659,Кремсмюнстерское аббатство,701,Австрия,,,
http://www.wikidata.org/entity/Q768259,Musei di San Domenico,2005,Италия,127339,2176,
http://www.wikidata.org/entity/Q686488,Этнологический музей,1876,Австрия,,,1690
http://www.wikidata.org/entity/Q731126,Музей Гетти,1974,США,2023467,,141000
http://www.wikidata.org/entity/Q731126,Музей Гетти,1974,США,2023467,,1320509
http://www.wikidata.org/entity/Q726781,Музей Оранжери,1852,Франция,1029925,6300,88663
http://www.wikidata.org/entity/Q714163,Музей архитектуры имени А. В. Щусева,1934,Россия,,,36655
http://www.wikidata.org/entity/Q689829,Музей Рейнхарта в городском саду,1951,Швейцария,,,
http://www.wikidata.org/entity/Q713204,Музей Нормана Роквелла,1969,США,,,12300
http://www.wikidata.org/entity/Q713204,Музей Нормана Роквелла,1969,США,,,6350
http://www.wikidata.org/entity/Q713204,Музей Нормана Роквелла,1993,США,,,12300
http://www.wikidata.org/entity/Q713204,Музей Нормана Роквелла,1993,США,,,6350
http://www.wikidata.org/entity/Q703964,Ars Electronica Center,1996,Австрия,,,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,8823,4000,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,8823,3340,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,8823,9.31,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,8823,135.63,
http://www.wikidata.org/entity/Q705551,Художественная галерея Нового Южного Уэльса,1880,Австралия,428748,,21100
http://www.wikidata.org/entity/Q705551,Художественная галерея Нового Южного Уэльса,1880,Австралия,428748,,62184
http://www.wikidata.org/entity/Q699040,Музей современного искусства (Тайбэй),1996,Китайская Республика (Тайвань),,,5580
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,57238,4000,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,57238,3340,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,57238,9.31,
http://www.wikidata.org/entity/Q733389,Вилла Поджо-а-Кайано,1480,Италия,57238,135.63,
http://www.wikidata.org/entity/Q699943,Музейный квартал,2001,Австрия,,,15274
http://www.wikidata.org/entity/Q742076,Музей натюрморта,1984,Италия,10825,,
http://www.wikidata.org/entity/Q742076,Музей натюрморта,1984,Италия,35955,,
http://www.wikidata.org/entity/Q677561,Музей Хаммера,1990,США,,,145336
http://www.wikidata.org/entity/Q697421,Göttweig Abbey,1083,Австрия,,,
http://www.wikidata.org/entity/Q705557,Художественная галерея Южной Австралии,1881,Австралия,444577,,4767
http://www.wikidata.org/entity/Q697782,Дом искусства,1937,Германия,,,
http://www.wikidata.org/entity/Q682543,Franz Gertsch Museum,2002,Швейцария,,,
http://www.wikidata.org/entity/Q692040,Swiss Architecture Museum,1984,Швейцария,,,
http://www.wikidata.org/entity/Q768242,Музей современного искусства (Дуйсбург),1999,Германия,,,2521
http://www.wikidata.org/entity/Q767473,Августеум,1876,Германия,,,
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,1985,Франция,629312,,37044
http://www.wikidata.org/entity/Q683163,Золотурнский художественный музей,1902,Швейцария,,,
http://www.wikidata.org/entity/Q684846,Мальмезон,1242,Франция,,,
http://www.wikidata.org/entity/Q705551,Художественная галерея Нового Южного Уэльса,1880,Австралия,1289195,,21100
http://www.wikidata.org/entity/Q705551,Художественная галерея Нового Южного Уэльса,1880,Австралия,1289195,,62184
http://www.wikidata.org/entity/Q705551,Художественная галерея Нового Южного Уэльса,1880,Австралия,1303789,,21100
http://www.wikidata.org/entity/Q705551,Художественная галерея Нового Южного Уэльса,1880,Австралия,1303789,,62184
http://www.wikidata.org/entity/Q705545,Художественная галерея Альберты,1924,Канада,,,
http://www.wikidata.org/entity/Q700959,Музей Вальрафа-Рихарца,1824,Германия,153566,,
http://www.wikidata.org/entity/Q746631,Музей писанок,2000,Украина,,,
http://www.wikidata.org/entity/Q745866,Музей искусств Далласа,1903,США,490000,,161953
http://www.wikidata.org/entity/Q751172,Музей Энди Уорхола,1994,США,106396,,6510
http://www.wikidata.org/entity/Q751172,Музей Энди Уорхола,1994,США,106396,,827932
http://www.wikidata.org/entity/Q686531,Музей современного искусства,1946,Австрия,,,
http://www.wikidata.org/entity/Q697319,Taipei Fine Arts Museum,1983,Китайская Республика (Тайвань),,,16000
http://www.wikidata.org/entity/Q728781,Eisei Bunko Museum,1973,Япония,,,18071
http://www.wikidata.org/entity/Q769765,Музей Хехта,1984,Израиль,,,
http://www.wikidata.org/entity/Q679075,Женевский музей искусства и истории,1910,Швейцария,110415,7000,
http://www.wikidata.org/entity/Q699780,Альбертинум,1887,Германия,,,
http://www.wikidata.org/entity/Q684249,Centre Dürrenmatt Neuchâtel,2000,Швейцария,,,
http://www.wikidata.org/entity/Q754507,Атенеум,1887,Финляндия,400000,,12779
http://www.wikidata.org/entity/Q700222,Берлинская галерея,1975,Германия,,,2815
http://www.wikidata.org/entity/Q678082,Музей герцога Антона Ульриха,1754,Германия,,,
http://www.wikidata.org/entity/Q690242,Музей современного искусства Австралии,1991,Австралия,,,54695
http://www.wikidata.org/entity/Q727277,Музей азиатского искусства (Сан-Франциско),1966,США,,,62700
http://www.wikidata.org/entity/Q726781,Музей Оранжери,1852,Франция,380147,6300,88663
http://www.wikidata.org/entity/Q727277,Музей азиатского искусства (Сан-Франциско),1966,США,,,284821
http://www.wikidata.org/entity/Q743773,Tokyo Metropolitan Teien Art Museum,1983,Япония,,,163848
http://www.wikidata.org/entity/Q703640,Музей Людвига,1976,Германия,231080,,5230
http://www.wikidata.org/entity/Q764804,Кенвуд-хаус,1929,Великобритания,159556,47.02,
http://www.wikidata.org/entity/Q754507,Атенеум,1887,Финляндия,410173,,12779
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,17000,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,20980,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,22970,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,23880,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,16366,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,18157,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,18259,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,19126,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,20253,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,21029,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,21519,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,21975,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,25729,,
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,1974,Франция,27496,,
http://www.wikidata.org/entity/Q760642,August-Macke-Haus,1994,Германия,,,
http://www.wikidata.org/entity/Q703640,Музей Людвига,1976,Германия,304942,,5230
http://www.wikidata.org/entity/Q685038,Кунстхаус Цюрих,1819,Швейцария,382603,,
http://www.wikidata.org/entity/Q683097,Skissernas Museum – Museum of Artistic Process and Public Art,1934,Швеция,21000,,
http://www.wikidata.org/entity/Q683097,Skissernas Museum – Museum of Artistic Process and Public Art,1934,Швеция,83000,,
http://www.wikidata.org/entity/Q683097,Skissernas Museum – Museum of Artistic Process and Public Art,1934,Швеция,15305,,
http://www.wikidata.org/entity/Q768446,Галерея Коркоран,1869,США,,,
http://www.wikidata.org/entity/Q761048,Музей современного искусства Аструп-Фернли,1993,Норвегия,,,
http://www.wikidata.org/entity/Q675326,Кунстхаус Брегенц,1997,Австрия,,,
http://www.wikidata.org/entity/Q770918,Ordrupgaard,1918,Дания,,,
http://www.wikidata.org/entity/Q682827,Коллекция Фрика,1935,США,330000,,48700
http://www.wikidata.org/entity/Q682827,Коллекция Фрика,1935,США,330000,,121797
http://www.wikidata.org/entity/Q698582,Музей Арпа,2007,Германия,,,3066
http://www.wikidata.org/entity/Q687778,Fondation Pierre Gianadda,1976,Швейцария,,,
http://www.wikidata.org/entity/Q693591,Бременская художественная галерея,1823,Германия,,,5548
http://www.wikidata.org/entity/Q819504,Von der Heydt Museum,1902,Германия,,,9600
http://www.wikidata.org/entity/Q809600,Художественный музей Фогга,1896,США,,,
http://www.wikidata.org/entity/Q809600,Художественный музей Фогга,1925,США,,,
http://www.wikidata.org/entity/Q833759,Brücke Museum,1967,Германия,,,290
http://www.wikidata.org/entity/Q832707,Pietrarsa railway museum,1989,Италия,200000,36000,
http://www.wikidata.org/entity/Q832707,Pietrarsa railway museum,1989,Италия,170000,36000,
http://www.wikidata.org/entity/Q841839,Шали,1136,Франция,,,
http://www.wikidata.org/entity/Q832707,Pietrarsa railway museum,1989,Италия,53553,36000,
http://www.wikidata.org/entity/Q832707,Pietrarsa railway museum,1989,Италия,106649,36000,
http://www.wikidata.org/entity/Q832707,Pietrarsa railway museum,1989,Италия,220158,36000,
http://www.wikidata.org/entity/Q843638,MOA,1982,Япония,,,6790
http://www.wikidata.org/entity/Q843638,MOA,1982,Япония,,,39514
http://www.wikidata.org/entity/Q832393,Gunzenhauser Museum,2007,Германия,,,
http://www.wikidata.org/entity/Q795228,Национальная галерея Австралии,1967,Австралия,455558,0.78486712,14600
http://www.wikidata.org/entity/Q795228,Национальная галерея Австралии,1967,Австралия,455558,0.78486712,40465
http://www.wikidata.org/entity/Q836080,Noguchi Museum,1985,США,,,18613
http://www.wikidata.org/entity/Q816669,Музей Бенаки,1930,Греция,141810,,26512
http://www.wikidata.org/entity/Q834603,Designmuseum Denmark,1907,Дания,172000,,
http://www.wikidata.org/entity/Q844926,Музей Мунка,1963,Норвегия,,,
http://www.wikidata.org/entity/Q830042,Dresden City Art Gallery,2005,Германия,,,
http://www.wikidata.org/entity/Q820892,Малый дворец,1902,Франция,1000000,,90592
http://www.wikidata.org/entity/Q830164,Музей искусств западного побережья,2009,Германия,,,
http://www.wikidata.org/entity/Q775376,Национальный музей изящных искусств Чили,1880,Чили,,,
http://www.wikidata.org/entity/Q842858,Национальный музей изобразительных искусств,1792,Швеция,,,4257
