museum,museumLabel,year,visitors
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2013,114016
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2014,101418
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2015,118532
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2016,116083
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2017,120718
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2018,108873
http://www.wikidata.org/entity/Q428765,Музей изобразительного искусства Нанси,2019,121134
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2001,29354
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2002,28503
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2003,24819
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2004,27972
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2005,13985
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2008,174958
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2010,21982
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2013,220000
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2014,60476
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2015,36377
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2016,29405
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2017,46547
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2018,40454
http://www.wikidata.org/entity/Q83013,Музей изобразительных искусств (Марсель),2019,52564
http://www.wikidata.org/entity/Q85852944,Музей изобразительных искусств Вест-Бунд,2021,592000
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2001,36607
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2002,42196
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2003,37049
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2004,26513
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2005,23230
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2006,31501
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2007,35436
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2008,46128
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2009,28210
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2010,29776
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2011,30106
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2012,44300
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2013,26372
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2014,33310
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2015,23777
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2016,78386
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2017,34561
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2018,28927
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2019,22542
http://www.wikidata.org/entity/Q1495869,Музей изобразительных искусств Роже-Кийо,2022,31425
http://www.wikidata.org/entity/Q1416890,Музей изобразительных искусств Сан-Франциско,2015,1500761
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2001,71541
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2001,31690
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2001,154442
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2002,50781
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2002,33047
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2002,114172
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2003,56664
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2003,48605
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2003,144075
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2004,80547
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2004,52467
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2004,83501
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2005,44536
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2005,55181
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2005,121147
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2006,40083
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2006,46508
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2006,94960
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2007,140743
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2007,43706
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2007,103414
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2008,85583
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2008,52703
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2008,112398
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2009,39238
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2009,66756
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2009,154479
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2010,34845
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2010,49524
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2010,127973
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2011,38983
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2011,50036
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2011,116269
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2012,39475
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2012,56120
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2012,193111
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2013,38880
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2013,52744
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2013,153649
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2014,31504
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2014,40318
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2014,218657
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2015,20063
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2015,29936
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2015,230260
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2016,40433
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2016,23603
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2016,100137
http://www.wikidata.org/entity/Q3330222,Музей изящных искусств,2017,35217
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2017,21286
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2017,254957
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2018,24172
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2018,326296
http://www.wikidata.org/entity/Q3330218,Музей изящных искусств,2019,27154
http://www.wikidata.org/entity/Q1783956,Музей изящных искусств,2019,298776
http://www.wikidata.org/entity/Q1565911,Музей изящных искусств,2020,1269626
http://www.wikidata.org/entity/Q1565911,Музей изящных искусств,2021,495530
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2001,13621
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2002,11735
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2003,12598
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2004,12922
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2005,11560
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2006,14987
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2007,16465
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2008,15328
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2009,14507
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2010,15558
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2011,17378
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2012,16458
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2013,19710
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2014,23474
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2015,16172
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2016,14905
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2017,5731
http://www.wikidata.org/entity/Q3330193,Музей изящных искусств (Безье),2018,2805
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2001,34638
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2002,34902
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2002,34638
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2003,31419
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2004,38488
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2005,35830
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2006,45819
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2007,46604
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2008,37865
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2009,61438
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2010,48275
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2011,45900
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2012,37412
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2013,51011
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2014,47559
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2015,36538
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2016,44651
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2017,45022
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2018,47031
http://www.wikidata.org/entity/Q3330225,Музей изящных искусств (Реймс),2019,42423
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2001,77497
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2002,72141
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2003,71928
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2004,80047
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2005,87167
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2006,153199
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2007,93335
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2008,95791
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2009,93800
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2010,298034
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2011,92723
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2012,97777
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2013,251180
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2014,124507
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2015,120432
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2016,178300
http://www.wikidata.org/entity/Q3086934,Музей изящных искусств (Руан),2017,166523
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2001,12266
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2002,14713
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2003,17996
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2004,14466
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2005,19984
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2006,10338
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2007,12940
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2008,19350
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2009,18195
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2010,12004
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2011,15693
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2012,17830
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2013,16366
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2014,20114
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2015,20151
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2016,28477
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2017,24649
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2018,26544
http://www.wikidata.org/entity/Q3330226,Музей изящных искусств (Труа),2019,30402
http://www.wikidata.org/entity/Q49133,Музей изящных искусств Бостона,2015,1192567
http://www.wikidata.org/entity/Q49133,Музей изящных искусств Бостона,2021,477427
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2001,166347
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2002,147832
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2003,155099
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2004,211531
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2005,150533
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2006,139420
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2007,157511
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2008,160263
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2009,184934
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2010,154127
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2011,143431
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2012,141861
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2013,171237
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2014,193733
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2015,163381
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2016,155692
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2017,154164
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,39185
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,73573
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,22205
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,28633
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,19341
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,300230
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,49234
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,78369
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,17740
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,22047
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,150
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,153000
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,135904
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,13866
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,4367
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,109119
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,10092
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,152739
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,41912
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,15518
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,88520
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,67108
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,23507
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,86971
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,126596
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,56104
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,25110
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,5229
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2018,62616
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,28183
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,283681
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,45763
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,109944
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,63956
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,93615
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,4694
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,17718
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,130
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,310819
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,19643
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,1888
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,32543
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,38788
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,28209
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,14081
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,72696
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,11908
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,282918
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,109062
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,39950
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,9830
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,19743
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,27942
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,18630
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,62804
http://www.wikidata.org/entity/Q1955739,Музей изящных искусств Дижона,2019,10230
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2001,54923
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2002,72145
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2003,56828
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2004,64498
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2005,55240
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2006,55897
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2007,59316
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2008,56339
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2009,35146
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2010,67510
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2011,65281
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2012,63898
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2013,75913
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2014,85288
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2015,73413
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2016,84499
http://www.wikidata.org/entity/Q3098373,Музей изящных искусств Ренна,2017,91594
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2001,11000
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2002,32160
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2003,21263
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2004,8446
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2005,20325
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2006,17972
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2007,13472
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2008,26304
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2012,44474
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2013,25371
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2014,26750
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2015,22240
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2016,20402
http://www.wikidata.org/entity/Q3330197,"Музей изящных искусств, Шамбери",2017,27966
http://www.wikidata.org/entity/Q1641836,Музей искусств округа Лос-Анджелес,2021,620621
http://www.wikidata.org/entity/Q11694558,Музей искусства Жироны,2008,111532
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2001,6333
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2002,8216
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2003,11937
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2004,3792
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2005,10367
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2006,4454
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2007,3234
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2012,8804
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2013,17164
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2014,18156
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2015,14758
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2016,13023
http://www.wikidata.org/entity/Q3329603,Музей искусства и археологии (Санлис),2017,12836
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2001,89883
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2002,82271
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2003,60937
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2004,84609
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2005,85807
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2006,104040
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2007,137932
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2008,100109
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2009,91260
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2010,127221
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2011,150379
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2012,101031
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2013,117644
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2014,122868
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2015,91228
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2016,84704
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2017,99507
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2018,112518
http://www.wikidata.org/entity/Q977732,Музей искусства и истории иудаизма,2019,124860
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2001,18113
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2002,11216
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2003,13421
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2004,10150
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2005,12133
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2006,15088
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2007,14626
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2008,17653
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2009,14983
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2010,15991
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2011,21580
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2012,15314
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2013,18075
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2014,15625
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2015,16656
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2016,16773
http://www.wikidata.org/entity/Q3329613,Музей истории и искусств Шоле,2017,13991
http://www.wikidata.org/entity/Q95569,Музей истории искусств,2012,1351940
http://www.wikidata.org/entity/Q95569,Музей истории искусств,2015,1400000
http://www.wikidata.org/entity/Q95569,Музей истории искусств,2020,454291
http://www.wikidata.org/entity/Q95569,Музей истории искусств,2021,579204
http://www.wikidata.org/entity/Q7012025,Музей керамики в Инге,2015,1153263
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2006,952070
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2006,952000
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2007,1492440
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2008,1389490
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2009,1496439
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2010,1326154
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2011,1457028
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2012,1280622
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2013,1069459
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2014,1188114
http://www.wikidata.org/entity/Q167863,Музей на набережной Бранли – Жак-Ширак,2015,1034626
