museum,museumLabel,year,visitors
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2009,110663
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2010,109561
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2011,123985
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2012,186780
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2013,122116
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2014,144754
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2015,129073
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2016,160169
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2017,166586
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2018,137132
http://www.wikidata.org/entity/Q2711480,Музей Августинцев,2019,59823
http://www.wikidata.org/entity/Q6940464,Музей Ала Понцоне,2018,23217
http://www.wikidata.org/entity/Q6940464,Музей Ала Понцоне,2019,18795
http://www.wikidata.org/entity/Q6940464,Музей Ала Понцоне,2020,3624
http://www.wikidata.org/entity/Q6940464,Музей Ала Понцоне,2021,3244
http://www.wikidata.org/entity/Q838986,Музей Багатти Вальсекки,2018,23691
http://www.wikidata.org/entity/Q838986,Музей Багатти Вальсекки,2019,25000
http://www.wikidata.org/entity/Q838986,Музей Багатти Вальсекки,2020,5221
http://www.wikidata.org/entity/Q838986,Музей Багатти Вальсекки,2021,9009
http://www.wikidata.org/entity/Q838986,Музей Багатти Вальсекки,2022,21351
http://www.wikidata.org/entity/Q1992789,Музей Бали,2014,42988
http://www.wikidata.org/entity/Q1992789,Музей Бали,2015,37532
http://www.wikidata.org/entity/Q1992789,Музей Бали,2016,38437
http://www.wikidata.org/entity/Q1992789,Музей Бали,2017,31693
http://www.wikidata.org/entity/Q1992789,Музей Бали,2018,35631
http://www.wikidata.org/entity/Q1992789,Музей Бали,2019,32272
http://www.wikidata.org/entity/Q1992789,Музей Бали,2020,7330
http://www.wikidata.org/entity/Q3329076,Музей Бандини,2018,3103
http://www.wikidata.org/entity/Q3329076,Музей Бандини,2019,2520
http://www.wikidata.org/entity/Q3329076,Музей Бандини,2020,400
http://www.wikidata.org/entity/Q3329076,Музей Бандини,2021,1470
http://www.wikidata.org/entity/Q3329076,Музей Бандини,2022,2313
http://www.wikidata.org/entity/Q23785329,Музей Барберини,2017,520000
http://www.wikidata.org/entity/Q3867573,Музей Бардини,2018,9314
http://www.wikidata.org/entity/Q3867573,Музей Бардини,2019,8573
http://www.wikidata.org/entity/Q3867573,Музей Бардини,2020,3484
http://www.wikidata.org/entity/Q3867573,Музей Бардини,2021,3106
http://www.wikidata.org/entity/Q3867573,Музей Бардини,2022,7100
http://www.wikidata.org/entity/Q2729588,Музей Барракко в Риме,2018,23637
http://www.wikidata.org/entity/Q2729588,Музей Барракко в Риме,2019,29504
http://www.wikidata.org/entity/Q2729588,Музей Барракко в Риме,2020,8698
http://www.wikidata.org/entity/Q2729588,Музей Барракко в Риме,2021,9528
http://www.wikidata.org/entity/Q2729588,Музей Барракко в Риме,2022,26796
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2000,41852
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2001,50149
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2002,144788
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2003,175349
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2004,237896
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2005,196620
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2006,238988
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2007,200998
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2008,216911
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2009,243905
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2010,315693
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2011,179317
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2012,135245
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2013,100378
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2014,132125
http://www.wikidata.org/entity/Q816669,Музей Бенаки,2015,141810
http://www.wikidata.org/entity/Q157825,Музей Боде,2008,282000
http://www.wikidata.org/entity/Q157825,Музей Боде,2009,251000
http://www.wikidata.org/entity/Q157825,Музей Боде,2010,260000
http://www.wikidata.org/entity/Q157825,Музей Боде,2011,390000
http://www.wikidata.org/entity/Q157825,Музей Боде,2012,165000
http://www.wikidata.org/entity/Q157825,Музей Боде,2013,206000
http://www.wikidata.org/entity/Q157825,Музей Боде,2014,226000
http://www.wikidata.org/entity/Q157825,Музей Боде,2015,237000
http://www.wikidata.org/entity/Q157825,Музей Боде,2016,237000
http://www.wikidata.org/entity/Q157825,Музей Боде,2017,233000
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2001,28286
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2002,32330
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2003,31572
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2004,31280
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2005,26704
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2006,29699
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2007,28962
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2008,29129
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2009,22439
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2010,25472
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2011,3832
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2014,1716
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2017,112
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2018,1050
http://www.wikidata.org/entity/Q2620702,Музей Бонна-Эллё,2019,737
http://www.wikidata.org/entity/Q258597,Музей Брандхорста,2016,101598
http://www.wikidata.org/entity/Q700959,Музей Вальрафа-Рихарца,2016,131601
http://www.wikidata.org/entity/Q700959,Музей Вальрафа-Рихарца,2017,153566
http://www.wikidata.org/entity/Q213322,Музей Виктории и Альберта,2015,3432325
http://www.wikidata.org/entity/Q213322,Музей Виктории и Альберта,2016,3022086
http://www.wikidata.org/entity/Q213322,Музей Виктории и Альберта,2018,3967566
http://www.wikidata.org/entity/Q213322,Музей Виктории и Альберта,2019,3932738
http://www.wikidata.org/entity/Q213322,Музей Виктории и Альберта,2021,857742
http://www.wikidata.org/entity/Q224124,Музей Винсента ван Гога,2018,2161160
http://www.wikidata.org/entity/Q224124,Музей Винсента ван Гога,2019,2100000
http://www.wikidata.org/entity/Q224124,Музей Винсента ван Гога,2021,366359
http://www.wikidata.org/entity/Q731126,Музей Гетти,2015,2039226
http://www.wikidata.org/entity/Q731126,Музей Гетти,2016,2023467
http://www.wikidata.org/entity/Q965780,Музей Гране,2006,488775
http://www.wikidata.org/entity/Q965780,Музей Гране,2007,71267
http://www.wikidata.org/entity/Q965780,Музей Гране,2008,98945
http://www.wikidata.org/entity/Q965780,Музей Гране,2009,449709
http://www.wikidata.org/entity/Q965780,Музей Гране,2010,134000
http://www.wikidata.org/entity/Q965780,Музей Гране,2011,177598
http://www.wikidata.org/entity/Q965780,Музей Гране,2012,150565
http://www.wikidata.org/entity/Q965780,Музей Гране,2013,346796
http://www.wikidata.org/entity/Q965780,Музей Гране,2014,199353
http://www.wikidata.org/entity/Q965780,Музей Гране,2015,166522
http://www.wikidata.org/entity/Q965780,Музей Гране,2016,175477
http://www.wikidata.org/entity/Q965780,Музей Гране,2017,141078
http://www.wikidata.org/entity/Q965780,Музей Гране,2018,177062
http://www.wikidata.org/entity/Q965780,Музей Гране,2019,175096
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2001,24379
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2002,28529
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2003,34951
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2004,33423
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2005,32943
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2006,29633
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2007,32592
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2008,32646
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2009,32643
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2010,38665
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2011,38092
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2012,40905
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2013,22375
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2014,41351
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2015,58000
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2015,58239
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2016,51956
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2017,39238
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2018,41727
http://www.wikidata.org/entity/Q2296362,Музей Гюстава Моро,2019,43137
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2001,7356
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2002,8947
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2003,9327
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2004,12891
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2005,10432
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2006,13085
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2007,14595
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2008,15615
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2009,17949
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2010,20609
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2011,22457
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2012,19935
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2013,18405
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2014,19548
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2015,18527
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2016,14664
http://www.wikidata.org/entity/Q3330211,Музей Изобразительного Искусства (Мюлуз),2017,7284
http://www.wikidata.org/entity/Q46815,Музей Израиля,2014,760000
http://www.wikidata.org/entity/Q46815,Музей Израиля,2016,750066
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2001,3018
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2002,5406
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2003,7334
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2004,1831
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2005,1623
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2006,1208
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2007,1655
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2008,3494
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2009,1723
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2010,890
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2011,5130
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2012,5880
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2013,6523
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2014,5803
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2017,51519
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2018,33381
http://www.wikidata.org/entity/Q29969684,Музей Камиллы Клодель,2019,25207
http://www.wikidata.org/entity/Q1236032,Музей Конде,2010,221206
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2001,33289
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2002,36053
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2003,33102
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2004,34938
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2005,38922
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2006,33883
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2007,24786
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2008,41303
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2009,50776
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2010,44086
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2011,66543
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2012,57393
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2013,51384
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2014,53849
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2015,66882
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2016,53349
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2017,78416
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2018,67570
http://www.wikidata.org/entity/Q1572452,Музей Коньяк-Жэ,2019,66307
http://www.wikidata.org/entity/Q2304164,Музей Курциуса,2015,75000
http://www.wikidata.org/entity/Q2304164,Музей Курциуса,2016,57807
http://www.wikidata.org/entity/Q2304164,Музей Курциуса,2017,63400
http://www.wikidata.org/entity/Q2304164,Музей Курциуса,2018,60117
http://www.wikidata.org/entity/Q703640,Музей Людвига,2016,231080
http://www.wikidata.org/entity/Q703640,Музей Людвига,2017,304942
http://www.wikidata.org/entity/Q1954251,Музей Мандралиска,2018,20840
http://www.wikidata.org/entity/Q1954251,Музей Мандралиска,2019,17086
http://www.wikidata.org/entity/Q1954251,Музей Мандралиска,2020,5407
http://www.wikidata.org/entity/Q1954251,Музей Мандралиска,2021,8741
http://www.wikidata.org/entity/Q1954251,Музей Мандралиска,2022,18400
http://www.wikidata.org/entity/Q3329265,Музей Марка Шагала,2018,172889
http://www.wikidata.org/entity/Q3329265,Музей Марка Шагала,2019,178425
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2001,1203
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2002,1667
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2003,1248
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2004,1839
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2005,2158
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2006,2648
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2007,2486
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2008,3224
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2009,2938
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2010,2738
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2011,2720
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2012,3961
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2013,3709
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2014,3157
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2015,2229
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2016,2886
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2017,3060
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2018,3421
http://www.wikidata.org/entity/Q3329293,Музей Никола Пуссена,2019,2575
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2001,47938
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2002,41880
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2003,38860
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2004,48634
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2005,44481
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2006,39062
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2007,38121
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2008,42321
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2009,45943
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2010,56103
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2011,54012
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2012,51969
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2013,51961
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2014,47687
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2015,50378
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2016,45111
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2017,65475
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2018,48180
http://www.wikidata.org/entity/Q1954498,Музей Ниссим-де-Камондо,2019,45089
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2006,447093
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2007,598762
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2008,543754
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2009,568586
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2010,690958
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2011,697108
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2012,849968
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2013,912809
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2014,801788
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2015,768033
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2016,782030
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2017,938281
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2018,1004287
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2019,1029925
http://www.wikidata.org/entity/Q726781,Музей Оранжери,2021,380147
http://www.wikidata.org/entity/Q23402,Музей Орсе,2001,1664678
http://www.wikidata.org/entity/Q23402,Музей Орсе,2002,2127779
http://www.wikidata.org/entity/Q23402,Музей Орсе,2003,1829574
http://www.wikidata.org/entity/Q23402,Музей Орсе,2004,2590316
http://www.wikidata.org/entity/Q23402,Музей Орсе,2005,2929282
http://www.wikidata.org/entity/Q23402,Музей Орсе,2006,3009203
http://www.wikidata.org/entity/Q23402,Музей Орсе,2007,3166509
http://www.wikidata.org/entity/Q23402,Музей Орсе,2008,3025164
http://www.wikidata.org/entity/Q23402,Музей Орсе,2009,3000000
http://www.wikidata.org/entity/Q23402,Музей Орсе,2009,3022012
http://www.wikidata.org/entity/Q23402,Музей Орсе,2010,2985510
http://www.wikidata.org/entity/Q23402,Музей Орсе,2011,3144449
http://www.wikidata.org/entity/Q23402,Музей Орсе,2012,3579130
http://www.wikidata.org/entity/Q23402,Музей Орсе,2013,3467321
http://www.wikidata.org/entity/Q23402,Музей Орсе,2014,3480609
http://www.wikidata.org/entity/Q23402,Музей Орсе,2015,3439832
http://www.wikidata.org/entity/Q23402,Музей Орсе,2016,2997625
http://www.wikidata.org/entity/Q23402,Музей Орсе,2016,2997622
http://www.wikidata.org/entity/Q23402,Музей Орсе,2017,3177842
http://www.wikidata.org/entity/Q23402,Музей Орсе,2018,3286224
http://www.wikidata.org/entity/Q23402,Музей Орсе,2019,3651616
http://www.wikidata.org/entity/Q23402,Музей Орсе,2021,1044365
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2001,19786
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2002,21368
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2003,22111
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2004,19973
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2005,13278
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2006,6715
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2007,17440
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2008,21370
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2009,26358
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2010,26696
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2011,17074
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2012,8710
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2013,40324
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2014,48607
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2015,23249
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2016,20749
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2017,30801
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2018,32835
http://www.wikidata.org/entity/Q2613771,Музей Осипа Цадкина,2019,38787
http://www.wikidata.org/entity/Q2219262,Музей Палаццо Манси,2018,8383
http://www.wikidata.org/entity/Q2219262,Музей Палаццо Манси,2019,9592
http://www.wikidata.org/entity/Q2219262,Музей Палаццо Манси,2020,2921
http://www.wikidata.org/entity/Q2219262,Музей Палаццо Манси,2021,5614
http://www.wikidata.org/entity/Q2219262,Музей Палаццо Манси,2022,14929
http://www.wikidata.org/entity/Q1050032,Музей Пикассо в Барселоне,2024,1130500
http://www.wikidata.org/entity/Q1368396,Музей Пикассо в Малаге,2011,391319
http://www.wikidata.org/entity/Q1368396,Музей Пикассо в Малаге,2016,558043
http://www.wikidata.org/entity/Q1368396,Музей Пикассо в Малаге,2017,635891
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2001,471457
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2002,440617
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2003,395339
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2004,480299
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2005,507321
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2006,501060
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2007,470500
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2008,342750
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2009,249775
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2014,210818
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2015,766764
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2016,670000
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2017,538707
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2018,624553
http://www.wikidata.org/entity/Q743206,Музей Пикассо в Париже,2019,629312
http://www.wikidata.org/entity/Q1190657,Музей Польди-Пеццоли,2018,50269
http://www.wikidata.org/entity/Q1190657,Музей Польди-Пеццоли,2019,63246
http://www.wikidata.org/entity/Q1190657,Музей Польди-Пеццоли,2020,28018
http://www.wikidata.org/entity/Q1190657,Музей Польди-Пеццоли,2021,17980
http://www.wikidata.org/entity/Q1190657,Музей Польди-Пеццоли,2022,34996
http://www.wikidata.org/entity/Q2468251,Музей Почётного Легиона,2015,302175
http://www.wikidata.org/entity/Q1954273,Музей Револтелла,2018,42406
http://www.wikidata.org/entity/Q1954273,Музей Револтелла,2019,62111
http://www.wikidata.org/entity/Q1954273,Музей Револтелла,2020,23457
http://www.wikidata.org/entity/Q1954273,Музей Револтелла,2021,21170
http://www.wikidata.org/entity/Q1954273,Музей Револтелла,2022,34716
http://www.wikidata.org/entity/Q3868182,Музей Рима в Трастевере,2018,42010
http://www.wikidata.org/entity/Q3868182,Музей Рима в Трастевере,2019,41663
http://www.wikidata.org/entity/Q3868182,Музей Рима в Трастевере,2020,22635
http://www.wikidata.org/entity/Q3868182,Музей Рима в Трастевере,2021,30711
http://www.wikidata.org/entity/Q3868182,Музей Рима в Трастевере,2022,58776
http://www.wikidata.org/entity/Q3867927,Музей Рисоджименто (Милан),2018,81351
http://www.wikidata.org/entity/Q3867927,Музей Рисоджименто (Милан),2018,18000
http://www.wikidata.org/entity/Q3867927,Музей Рисоджименто (Милан),2019,31215
http://www.wikidata.org/entity/Q3867927,Музей Рисоджименто (Милан),2020,5144
http://www.wikidata.org/entity/Q3867927,Музей Рисоджименто (Милан),2021,6606
http://www.wikidata.org/entity/Q3867927,Музей Рисоджименто (Милан),2022,43752
http://www.wikidata.org/entity/Q650519,Музей Родена,2001,556290
http://www.wikidata.org/entity/Q650519,Музей Родена,2002,558936
http://www.wikidata.org/entity/Q650519,Музей Родена,2003,513350
http://www.wikidata.org/entity/Q650519,Музей Родена,2004,533449
http://www.wikidata.org/entity/Q650519,Музей Родена,2005,594356
http://www.wikidata.org/entity/Q650519,Музей Родена,2006,614867
http://www.wikidata.org/entity/Q650519,Музей Родена,2007,690675
http://www.wikidata.org/entity/Q650519,Музей Родена,2008,754963
http://www.wikidata.org/entity/Q650519,Музей Родена,2009,692581
http://www.wikidata.org/entity/Q650519,Музей Родена,2010,714268
http://www.wikidata.org/entity/Q650519,Музей Родена,2011,726159
http://www.wikidata.org/entity/Q650519,Музей Родена,2012,718814
http://www.wikidata.org/entity/Q650519,Музей Родена,2013,689882
http://www.wikidata.org/entity/Q650519,Музей Родена,2014,687257
http://www.wikidata.org/entity/Q650519,Музей Родена,2014,704192
http://www.wikidata.org/entity/Q650519,Музей Родена,2015,552024
http://www.wikidata.org/entity/Q650519,Музей Родена,2016,584007
http://www.wikidata.org/entity/Q650519,Музей Родена,2017,576436
http://www.wikidata.org/entity/Q650519,Музей Родена,2018,559975
http://www.wikidata.org/entity/Q650519,Музей Родена,2019,550639
http://www.wikidata.org/entity/Q1864572,Музей Салар Джунг,2019,1211766
http://www.wikidata.org/entity/Q1081881,Музей Сан-Маттео,2018,12564
http://www.wikidata.org/entity/Q1081881,Музей Сан-Маттео,2019,10217
http://www.wikidata.org/entity/Q1081881,Музей Сан-Маттео,2020,2002
http://www.wikidata.org/entity/Q1081881,Музей Сан-Маттео,2021,2288
http://www.wikidata.org/entity/Q1081881,Музей Сан-Маттео,2022,5667
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2001,17000
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2002,16366
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2003,18157
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2004,19126
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2005,18259
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2006,22970
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2007,21975
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2008,21029
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2009,20253
http://www.wikidata.org/entity/Q772297,Музей Сент-Круа,2010,20980
