museumLabel,inceptionYear,countryLabel,visitors,area,socialFollowers
Museo - Biblioteca Francesco Antonio Marcucci,1745,Италия,15,300,
Museo - Biblioteca Francesco Antonio Marcucci,1745,Италия,15,480,
Museo - Biblioteca Francesco Antonio Marcucci,1745,Италия,175,300,
Museo - Biblioteca Francesco Antonio Marcucci,1745,Италия,175,480,
Giulio Raimondo Mazzarino House Museum,1972,Италия,1000,300,
Giulio Raimondo Mazzarino House Museum,1972,Италия,1000,220,
Giulio Raimondo Mazzarino House Museum,1972,Италия,2000,300,
Giulio Raimondo Mazzarino House Museum,1972,Италия,2000,220,
Giulio Raimondo Mazzarino House Museum,1972,Италия,3000,300,
Giulio Raimondo Mazzarino House Museum,1972,Италия,3000,220,
Giulio Raimondo Mazzarino House Museum,1972,Италия,400,300,
Giulio Raimondo Mazzarino House Museum,1972,Италия,400,220,
Giulio Raimondo Mazzarino House Museum,1972,Италия,1500,300,
Giulio Raimondo Mazzarino House Museum,1972,Италия,1500,220,
Complesso monumentale di Santa Croce e Tutti i Santi,1566,Италия,3000,450,
Complesso monumentale di Santa Croce e Tutti i Santi,1566,Италия,1200,450,
Complesso monumentale di Santa Croce e Tutti i Santi,1566,Италия,3623,450,
"Museo civico ""Domenico Mambrini""",1850,Италия,2000,200,
"Museo civico ""Domenico Mambrini""",1850,Италия,1200,200,
"Museo civico ""Domenico Mambrini""",1850,Италия,2000,744,
"Museo civico ""Domenico Mambrini""",1850,Италия,1200,744,
"Museo civico ""Domenico Mambrini""",1850,Италия,347,200,
"Museo civico ""Domenico Mambrini""",1850,Италия,347,744,
"Museo civico ""Domenico Mambrini""",1850,Италия,1084,200,
"Museo civico ""Domenico Mambrini""",1850,Италия,1084,744,
"Museo civico ""Domenico Mambrini""",1850,Италия,1351,200,
"Museo civico ""Domenico Mambrini""",1850,Италия,1351,744,
Художественная галерея имени Бруно Молажоли,1862,Италия,4000,1000,
Художественная галерея имени Бруно Молажоли,1862,Италия,4000,1800,
Художественная галерея имени Бруно Молажоли,1862,Италия,3684,1000,
Художественная галерея имени Бруно Молажоли,1862,Италия,3684,1800,
Художественная галерея имени Бруно Молажоли,1862,Италия,4493,1000,
Художественная галерея имени Бруно Молажоли,1862,Италия,4493,1800,
Художественная галерея имени Бруно Молажоли,1862,Италия,5665,1000,
Художественная галерея имени Бруно Молажоли,1862,Италия,5665,1800,
Художественная галерея имени Бруно Молажоли,1862,Италия,26663,1000,
Художественная галерея имени Бруно Молажоли,1862,Италия,26663,1800,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,165070,300,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,165070,1546,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,51034,300,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,51034,1546,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,81942,300,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,81942,1546,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,153506,300,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,153506,1546,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,159322,300,
"Palazzo comunale, Pinacoteca, Torre Grossa",1906,Италия,159322,1546,
Museo civico Rocca Flea,1999,Италия,10000,400,
Museo civico Rocca Flea,1999,Италия,10000,1200,
Museo civico Rocca Flea,1999,Италия,5000,400,
Museo civico Rocca Flea,1999,Италия,5000,1200,
Museo civico Rocca Flea,1999,Италия,2237,400,
Museo civico Rocca Flea,1999,Италия,2237,1200,
Museo civico Rocca Flea,1999,Италия,2919,400,
Museo civico Rocca Flea,1999,Италия,2919,1200,
Museo civico Rocca Flea,1999,Италия,4558,400,
Museo civico Rocca Flea,1999,Италия,4558,1200,
Museo della basilica di San Domenico,1956,Италия,100,200,
Museo della basilica di San Domenico,1956,Италия,200,200,
Museo della basilica di San Domenico,1956,Италия,600,200,
Museo della Ceramica Alfonso Tafuri,1987,Италия,300,100,
Museo di Santo Stefano,1916,Италия,70000,150,
Museo di Santo Stefano,1916,Италия,1200,150,
Museo di Santo Stefano,1916,Италия,150000,150,
Museo di Santo Stefano,1916,Италия,1500,150,
Rudolf Stolz Museum,1969,Италия,1500,329,
Rudolf Stolz Museum,1969,Италия,150,329,
Rudolf Stolz Museum,1969,Италия,4500,329,
Civic Pinacotheca,1980,Италия,123,450,
Civic Pinacotheca,1980,Италия,123,2460,
Civic Pinacotheca,1980,Италия,4170,450,
Civic Pinacotheca,1980,Италия,4170,2460,
Civic Pinacotheca,1980,Италия,583,450,
Civic Pinacotheca,1980,Италия,583,2460,
Civic Pinacotheca,1980,Италия,893,450,
Civic Pinacotheca,1980,Италия,893,2460,
Civic Pinacotheca,1980,Италия,3133,450,
Civic Pinacotheca,1980,Италия,3133,2460,
Q55360635,1965,Италия,30,394,
Q55360635,1965,Италия,400,394,
Q55360635,1965,Италия,245,394,
Q55360635,1965,Италия,305,394,
Q55360635,1965,Италия,711,394,
Museo d'arte sacra,1983,Италия,200,25,
Museo d'arte sacra,1983,Италия,200,35,
Museo d'arte sacra,1983,Италия,50,25,
Museo d'arte sacra,1983,Италия,50,35,
Museo d'arte sacra,1983,Италия,430,25,
Museo d'arte sacra,1983,Италия,430,35,
San Francesco,1319,Италия,2000,100,
San Francesco,1319,Италия,2000,400,
San Francesco,1319,Италия,3000,100,
San Francesco,1319,Италия,3000,400,
San Francesco,1319,Италия,1400,100,
San Francesco,1319,Италия,1400,400,
San Francesco,1319,Италия,1800,100,
San Francesco,1319,Италия,1800,400,
San Francesco,1319,Италия,2500,100,
San Francesco,1319,Италия,2500,400,
Museums of the Modena Cathedral,1350,Италия,13934,400,
Museums of the Modena Cathedral,1900,Италия,13934,400,
Museo Civico delle Cappuccine,1750,Италия,4724,800,
Museo Civico delle Cappuccine,1750,Италия,4724,750,
Museo Civico delle Cappuccine,1750,Италия,11578,800,
Museo Civico delle Cappuccine,1750,Италия,11578,750,
Museo Civico delle Cappuccine,1750,Италия,12191,800,
Museo Civico delle Cappuccine,1750,Италия,12191,750,
Museo Civico delle Cappuccine,1750,Италия,16577,800,
Museo Civico delle Cappuccine,1750,Италия,16577,750,
Museo Civico delle Cappuccine,1750,Италия,17033,800,
Museo Civico delle Cappuccine,1750,Италия,17033,750,
Museo degli Innocenti,1971,Италия,7997,1230,
Museo del Figurino Storico,1981,Италия,1359,200,
Museo del Figurino Storico,1981,Италия,1359,80,
Museo del Figurino Storico,1981,Италия,1359,220,
Museo del Figurino Storico,1981,Италия,1365,200,
Museo del Figurino Storico,1981,Италия,1365,80,
Museo del Figurino Storico,1981,Италия,1365,220,
Museo del Figurino Storico,1981,Италия,3523,200,
Museo del Figurino Storico,1981,Италия,3523,80,
Museo del Figurino Storico,1981,Италия,3523,220,
Museo del Figurino Storico,1981,Италия,3997,200,
Museo del Figurino Storico,1981,Италия,3997,80,
Museo del Figurino Storico,1981,Италия,3997,220,
Museo del Figurino Storico,1981,Италия,4032,200,
Museo del Figurino Storico,1981,Италия,4032,80,
Museo del Figurino Storico,1981,Италия,4032,220,
Museo degli Innocenti,1971,Италия,28863,1230,
Museo della Collegiata,1973,Италия,100,100,
Museo della Collegiata,1973,Италия,600,100,
Museo della Collegiata,1973,Италия,35,100,
Museo della Collegiata,1973,Италия,850,100,
Museo della Pieve di San Giovanni Battista,1996,Италия,20,50,
Museo della Pieve di San Giovanni Battista,1996,Италия,20,70,
Museo della Pieve di San Giovanni Battista,1996,Италия,3,50,
Museo della Pieve di San Giovanni Battista,1996,Италия,3,70,
Museo della Pieve di San Giovanni Battista,1996,Италия,15,50,
Museo della Pieve di San Giovanni Battista,1996,Италия,15,70,
Museo degli Innocenti,1971,Италия,51101,1230,
Museo degli Innocenti,1971,Италия,56426,1230,
Museo degli Innocenti,1971,Италия,80764,1230,
Museo di Santa Maria Novella,1909,Италия,12447,1900,
Museo di Santa Maria Novella,1909,Италия,12447,8680,
Museo di Santa Maria Novella,1909,Италия,20821,1900,
Museo di Santa Maria Novella,1909,Италия,20821,8680,
Museo di Santa Maria Novella,1909,Италия,39954,1900,
Museo di Santa Maria Novella,1909,Италия,39954,8680,
Museo di Santa Maria Novella,1909,Италия,78751,1900,
Museo di Santa Maria Novella,1909,Италия,78751,8680,
Museo di Santa Maria Novella,1909,Италия,88974,1900,
Museo di Santa Maria Novella,1909,Италия,88974,8680,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,2000,600,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,400,600,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,2000,193,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,400,193,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,1500,600,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,1500,193,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,2500,600,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,250,600,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,2500,193,
Pinacoteca Civica di Arte Moderna (Modigliana),1959,Италия,250,193,
Palazzo Vecchio Museum,1909,Италия,108301,48640,
Palazzo Vecchio Museum,1909,Италия,108301,4864,
Palazzo Vecchio Museum,1909,Италия,187493,48640,
Palazzo Vecchio Museum,1909,Италия,187493,4864,
Museo di arte sacra di San Donnino,2000,Италия,,150,
Museo di arte sacra di San Donnino,2000,Италия,,250,
Casa museo Ivan Bruschi,2002,Италия,10000,1000,
Casa museo Ivan Bruschi,2002,Италия,10000,600,
Casa museo Ivan Bruschi,2002,Италия,7100,1000,
Casa museo Ivan Bruschi,2002,Италия,7100,600,
Casa museo Ivan Bruschi,2002,Италия,8900,1000,
Casa museo Ivan Bruschi,2002,Италия,8900,600,
Casa museo Ivan Bruschi,2002,Италия,3908,1000,
Casa museo Ivan Bruschi,2002,Италия,3908,600,
Casa museo Ivan Bruschi,2002,Италия,8814,1000,
Casa museo Ivan Bruschi,2002,Италия,8814,600,
Q55373629,1835,Италия,60,30,
Q55373629,1835,Италия,130,30,
Q55373629,1835,Италия,250,30,
Q55373629,1835,Италия,1047,30,
Q55373245,1989,Италия,1000,500,
Q55373245,1989,Италия,400,500,
Q55373245,1989,Италия,1200,500,
Q55373226,1997,Италия,1000,300,
Q55373226,1997,Италия,1000,250,
Q55373226,1997,Италия,2000,300,
Q55373226,1997,Италия,2000,250,
Q55373226,1997,Италия,500,300,
Q55373226,1997,Италия,500,250,
Q55373020,1998,Италия,10,200,
Q55373020,1998,Италия,10,150,
Q55373020,1998,Италия,400,200,
Q55373020,1998,Италия,400,150,
Q55373020,1998,Италия,500,200,
Q55373020,1998,Италия,500,150,
Q55373020,1998,Италия,350,200,
Q55373020,1998,Италия,350,150,
Q55373461,1991,Италия,,80,
Museo Vicariale di San Martino a Gangalandi,1986,Италия,300,120,
Museo Vicariale di San Martino a Gangalandi,1986,Италия,300,65,
Pinacoteca Foresiana,1924,Италия,200,400,
Pinacoteca Foresiana,1924,Италия,200,391,
Pinacoteca della Certosa,1960,Италия,4000,400,
Pinacoteca della Certosa,1960,Италия,8000,400,
Pinacoteca della Certosa,1960,Италия,9000,400,
Pinacoteca Foresiana,1924,Италия,359,400,
Pinacoteca Foresiana,1924,Италия,359,391,
Pinacoteca Foresiana,1924,Италия,1695,400,
Pinacoteca Foresiana,1924,Италия,1695,391,
Pinacoteca Foresiana,1924,Италия,2193,400,
Pinacoteca Foresiana,1924,Италия,2193,391,
St. Agata Museums,2000,Италия,190,250,
St. Agata Museums,2000,Италия,437,250,
St. Agata Museums,2000,Италия,1089,250,
St. Agata Museums,2000,Италия,2121,250,
St. Agata Museums,2000,Италия,2135,250,
Palazzo Vecchio Museum,1909,Италия,413651,48640,
Palazzo Vecchio Museum,1909,Италия,413651,4864,
Palazzo Vecchio Museum,1909,Италия,654005,48640,
Palazzo Vecchio Museum,1909,Италия,654005,4864,
Palazzo Vecchio Museum,1909,Италия,674659,48640,
Palazzo Vecchio Museum,1909,Италия,674659,4864,
Museo d'Arte Sacra di Incisa Val d'Arno,2002,Италия,,100,
Raccolta d'arte sacra di San Clemente a Pelago,1994,Италия,,550,
Beato Angelico Sacred Art Museum,1967,Италия,248,200,
Beato Angelico Sacred Art Museum,1967,Италия,248,250,
Beato Angelico Sacred Art Museum,1967,Италия,508,200,
Beato Angelico Sacred Art Museum,1967,Италия,508,250,
Beato Angelico Sacred Art Museum,1967,Италия,763,200,
Beato Angelico Sacred Art Museum,1967,Италия,763,250,
Beato Angelico Sacred Art Museum,1967,Италия,1117,200,
Beato Angelico Sacred Art Museum,1967,Италия,1117,250,
Beato Angelico Sacred Art Museum,1967,Италия,1664,200,
Beato Angelico Sacred Art Museum,1967,Италия,1664,250,
Q55374401,1998,Италия,400,60,
Q55374401,1998,Италия,570,60,
Q55374296,2000,Италия,1400,60,
Q55374296,2000,Италия,1400,180,
Q55374276,2003,Италия,400,300,
Q55374276,2003,Италия,400,250,
Q55374276,2003,Италия,600,300,
Q55374276,2003,Италия,600,250,
Q55374276,2003,Италия,800,300,
Q55374276,2003,Италия,800,250,
Q55373985,2006,Италия,1500,300,
Q55373985,2006,Италия,1500,170,
Q55374296,2000,Италия,2750,60,
Q55374296,2000,Италия,2750,180,
Q55373985,2006,Италия,592,300,
Q55373985,2006,Италия,592,170,
Q55373985,2006,Италия,599,300,
Q55373985,2006,Италия,599,170,
Q55374401,1998,Италия,1044,60,
Q55374401,1998,Италия,1078,60,
Q55373985,2006,Италия,978,300,
Q55373985,2006,Италия,978,170,
Q55373985,2006,Италия,1796,300,
Q55373985,2006,Италия,1796,170,
Национальная галерея современного искусства (Рим),1883,Италия,81021,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,81021,7367,12668
Giuliano Ghelli Museum in San Casciano Val di Pesa,1989,Италия,1120,750,
Giuliano Ghelli Museum in San Casciano Val di Pesa,1989,Италия,947,750,
Giuliano Ghelli Museum in San Casciano Val di Pesa,1989,Италия,1215,750,
Giuliano Ghelli Museum in San Casciano Val di Pesa,1989,Италия,1431,750,
Giuliano Ghelli Museum in San Casciano Val di Pesa,1989,Италия,1486,750,
Национальная галерея современного искусства (Рим),1883,Италия,237042,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,237042,7367,12668
Diocesan Museum Brixen,1901,Италия,40000,2958,
Коррер,1836,Италия,286454,3697,2123
Коррер,1836,Италия,286454,3818,2123
Скуола Кармини,1594,Италия,2753,601,
Скуола Кармини,1594,Италия,2753,626,
Скуола Кармини,1627,Италия,2753,601,
Скуола Кармини,1627,Италия,2753,626,
Скуола Кармини,1594,Италия,5299,601,
Скуола Кармини,1594,Италия,5299,626,
Скуола Кармини,1627,Италия,5299,601,
Скуола Кармини,1627,Италия,5299,626,
Скуола Кармини,1594,Италия,8479,601,
Скуола Кармини,1594,Италия,8479,626,
Скуола Кармини,1627,Италия,8479,601,
Скуола Кармини,1627,Италия,8479,626,
Скуола Кармини,1594,Италия,10321,601,
Скуола Кармини,1594,Италия,10321,626,
Скуола Кармини,1627,Италия,10321,601,
Скуола Кармини,1627,Италия,10321,626,
Скуола Кармини,1594,Италия,11387,601,
Скуола Кармини,1594,Италия,11387,626,
Скуола Кармини,1627,Италия,11387,601,
Скуола Кармини,1627,Италия,11387,626,
Коррер,1836,Италия,161365,3697,2123
Коррер,1836,Италия,161365,3818,2123
Коррер,1836,Италия,310458,3697,2123
Коррер,1836,Италия,310458,3818,2123
Национальная галерея современного искусства (Рим),1883,Италия,138140,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,138140,7367,12668
Royal Palace of Genoa,1655,Италия,80770,5000,
Royal Palace of Genoa,1655,Италия,80770,1927,
Royal Palace of Genoa,1655,Италия,111130,5000,
Royal Palace of Genoa,1655,Италия,111130,1927,
Royal Palace of Genoa,1655,Италия,23613,5000,
Royal Palace of Genoa,1655,Италия,23613,1927,
Коррер,1836,Италия,328205,3697,2123
Коррер,1836,Италия,328205,3818,2123
Royal Palace of Genoa,1655,Италия,25626,5000,
Royal Palace of Genoa,1655,Италия,25626,1927,
Royal Palace of Genoa,1655,Италия,113856,5000,
Royal Palace of Genoa,1655,Италия,113856,1927,
Fondazione Roberto Longhi,1970,Италия,,600,
Fondazione Roberto Longhi,1971,Италия,,600,
Национальная галерея современного искусства (Рим),1883,Италия,213820,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,213820,7367,12668
Palace of Monza,1780,Италия,,22000,
Коррер,1836,Италия,349729,3697,2123
Коррер,1836,Италия,349729,3818,2123
Национальная галерея современного искусства (Рим),1883,Италия,190604,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,190604,7367,12668
Музей современного искусства (Форт-Уэрт),1892,США,,156000,18767
Regional museum of Messina,1806,Италия,7167,1450,
Regional museum of Messina,1806,Италия,7167,8925,
Regional museum of Messina,1806,Италия,9754,1450,
Regional museum of Messina,1806,Италия,9754,8925,
Regional museum of Messina,1806,Италия,15426,1450,
Regional museum of Messina,1806,Италия,15426,8925,
Regional museum of Messina,1806,Италия,21902,1450,
Regional museum of Messina,1806,Италия,21902,8925,
Regional museum of Messina,1806,Италия,27045,1450,
Regional museum of Messina,1806,Италия,27045,8925,
Коррер,1836,Италия,77009,3697,2123
Коррер,1836,Италия,77009,3818,2123
Национальная галерея современного искусства (Рим),1883,Италия,204152,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,204152,7367,12668
Музей современного искусства (Больцано),1985,Италия,16940,2100,
Музей современного искусства (Больцано),1985,Италия,26409,2100,
Национальная галерея современного искусства (Рим),1883,Италия,61524,6450,12668
Национальная галерея современного искусства (Рим),1883,Италия,61524,7367,12668
Музей современного искусства (Больцано),1985,Италия,51864,2100,
Музей современного искусства (Больцано),1985,Италия,53544,2100,
Villa Medici,1978,Италия,5480,1600,
Villa Medici,1978,Италия,5480,1800,
Villa Medici,1978,Италия,5480,0.76,
Villa Medici,1978,Италия,5480,4.12,
Villa Medici,1978,Италия,6909,1600,
Villa Medici,1978,Италия,6909,1800,
Villa Medici,1978,Италия,6909,0.76,
Villa Medici,1978,Италия,6909,4.12,
Villa Medici,1978,Италия,11083,1600,
Villa Medici,1978,Италия,11083,1800,
Villa Medici,1978,Италия,11083,0.76,
Villa Medici,1978,Италия,11083,4.12,
Villa Medici,1978,Италия,29393,1600,
Villa Medici,1978,Италия,29393,1800,
Villa Medici,1978,Италия,29393,0.76,
Villa Medici,1978,Италия,29393,4.12,
Villa Medici,1978,Италия,34818,1600,
Villa Medici,1978,Италия,34818,1800,
Villa Medici,1978,Италия,34818,0.76,
Villa Medici,1978,Италия,34818,4.12,
Музей Сан-Маттео,1949,Италия,2002,2000,
Музей Сан-Маттео,1949,Италия,2002,2843,
Музей Сан-Маттео,1949,Италия,2288,2000,
Музей Сан-Маттео,1949,Италия,2288,2843,
Музей Сан-Маттео,1949,Италия,5667,2000,
Музей Сан-Маттео,1949,Италия,5667,2843,
Музей Сан-Маттео,1949,Италия,10217,2000,
Музей Сан-Маттео,1949,Италия,10217,2843,
Музей Сан-Маттео,1949,Италия,12564,2000,
Музей Сан-Маттео,1949,Италия,12564,2843,
Санта-Мария-делла-Скала (Сиена),1998,Италия,54365,18000,
Санта-Мария-делла-Скала (Сиена),1998,Италия,66767,18000,
Санта-Мария-делла-Скала (Сиена),1998,Италия,138299,18000,
Санта-Мария-делла-Скала (Сиена),1998,Италия,169218,18000,
Музей Польди-Пеццоли,1881,Италия,17980,900,
Музей Польди-Пеццоли,1881,Италия,17980,1200,
Санта-Мария-делла-Скала (Сиена),1998,Италия,193536,18000,
Музей Польди-Пеццоли,1881,Италия,28018,900,
Музей Польди-Пеццоли,1881,Италия,28018,1200,
Музей Польди-Пеццоли,1881,Италия,34996,900,
Музей Польди-Пеццоли,1881,Италия,34996,1200,
Музей Польди-Пеццоли,1881,Италия,50269,900,
Музей Польди-Пеццоли,1881,Италия,50269,1200,
Музей Польди-Пеццоли,1881,Италия,63246,900,
Музей Польди-Пеццоли,1881,Италия,63246,1200,
Diocesan Museum Brixen,1901,Италия,11524,2958,
Diocesan Museum Brixen,1901,Италия,31164,2958,
Музей современного искусства (Мерано),1996,Италия,5000,623,
Музей современного искусства (Мерано),1996,Италия,1616,623,
Музей современного искусства (Мерано),1996,Италия,3515,623,
Музей современного искусства (Мерано),1996,Италия,7517,623,
Капелла Медичи,1869,Италия,71700,3550,
Капелла Медичи,1869,Италия,71700,1518,
Moerenuma Park,2005,Япония,,188.8,3531
Капелла Медичи,1869,Италия,89661,3550,
Капелла Медичи,1869,Италия,89661,1518,
Капелла Медичи,1869,Италия,216215,3550,
Капелла Медичи,1869,Италия,216215,1518,
Капелла Медичи,1869,Италия,316619,3550,
Капелла Медичи,1869,Италия,316619,1518,
Капелла Медичи,1869,Италия,345365,3550,
Капелла Медичи,1869,Италия,345365,1518,
Palazzo Morando,1934,Италия,30000,1000,
Palazzo Morando,1934,Италия,25300,1000,
Palazzo Morando,1934,Италия,21252,1000,
Palazzo Morando,1934,Италия,39681,1000,
Palazzo Morando,1934,Италия,110784,1000,
Коллекция Пегги Гуггенхайм,1980,Италия,381374,2200,
Museo Nacional de Arte,1982,Мексика,,3500,6340
Museo Nacional de Arte,1982,Мексика,,3500,1408505
Национальный музей восточного искусства,1957,Италия,,1600,
Национальный музей восточного искусства,1957,Италия,,2101,
Пинакотека Амброзиана,1618,Италия,28100,2000,
Пинакотека Амброзиана,1618,Италия,23267,2000,
Пинакотека Амброзиана,1618,Италия,77103,2000,
Пинакотека Амброзиана,1618,Италия,88972,2000,
National Museum of the italian Risorgimento,1878,Италия,36380,3500,
Пинакотека Амброзиана,1618,Италия,116099,2000,
National Museum of the italian Risorgimento,1878,Италия,26835,3500,
Опера-дель-Дуомо,1891,Италия,343124,6000,
National Museum of the italian Risorgimento,1878,Италия,96471,3500,
National Museum of the italian Risorgimento,1878,Италия,120364,3500,
Archiepiscopal Museum of Ravenna,1734,Италия,510000,500,
Archiepiscopal Museum of Ravenna,1734,Италия,510000,700,
Archiepiscopal Museum of Ravenna,1734,Италия,124000,500,
Archiepiscopal Museum of Ravenna,1734,Италия,124000,700,
Archiepiscopal Museum of Ravenna,1734,Италия,203000,500,
Archiepiscopal Museum of Ravenna,1734,Италия,203000,700,
Archiepiscopal Museum of Ravenna,1734,Италия,415000,500,
Archiepiscopal Museum of Ravenna,1734,Италия,415000,700,
Archiepiscopal Museum of Ravenna,1734,Италия,466000,500,
Archiepiscopal Museum of Ravenna,1734,Италия,466000,700,
Скуола Сан-Рокко,1517,Италия,136444,1000,
Скуола Сан-Рокко,1517,Италия,136444,1900,
Скуола Сан-Рокко,1527,Италия,136444,1000,
Скуола Сан-Рокко,1527,Италия,136444,1900,
Опера-дель-Дуомо,1891,Италия,1124358,6000,
Опера-дель-Дуомо,1891,Италия,1228668,6000,
Опера-дель-Дуомо,1891,Италия,1287658,6000,
Музей современного искусства,1995,Испания,715745,14300,18300
Музей современного искусства,1995,Испания,715745,14300,103455
Nezu Museum,1940,Япония,,15372,60008
Замок Эстенсе,1350,Италия,140000,2900,
Замок Эстенсе,1350,Италия,51526,2900,
Замок Эстенсе,1350,Италия,70259,2900,
Национальная пинакотека Болоньи,1762,Италия,15573,2000,
Национальная пинакотека Болоньи,1762,Италия,15573,3000,
Национальная пинакотека Болоньи,1762,Италия,26009,2000,
Национальная пинакотека Болоньи,1762,Италия,26009,3000,
Музей Пикассо в Барселоне,1963,Испания,1130500,11500,
Палаццо Скифанойя,1350,Италия,17080,2113,
Палаццо Скифанойя,1350,Италия,31397,2113,
Национальная пинакотека Болоньи,1762,Италия,76058,2000,
Национальная пинакотека Болоньи,1762,Италия,76058,3000,
Замок Эстенсе,1350,Италия,192579,2900,
Национальная пинакотека Болоньи,1762,Италия,86192,2000,
Национальная пинакотека Болоньи,1762,Италия,86192,3000,
Палаццо Скифанойя,1350,Италия,57816,2113,
Национальная пинакотека Болоньи,1762,Италия,93596,2000,
Национальная пинакотека Болоньи,1762,Италия,93596,3000,
Museo di Palazzo Venezia,1916,Италия,8181,9000,
Museo di Palazzo Venezia,1916,Италия,8181,1200,
Museo Sartorio,1949,Италия,2783,3200,
Museo Sartorio,1949,Италия,4423,3200,
Museo Sartorio,1949,Италия,7262,3200,
Museo Sartorio,1949,Италия,12566,3200,
Museo Sartorio,1949,Италия,12891,3200,
Музей искусств округа Лос-Анджелес,1910,США,620621,80000,20800
Museo di Palazzo Venezia,1916,Италия,53978,9000,
Museo di Palazzo Venezia,1916,Италия,53978,1200,
Галерея на площади Скала,2011,Италия,1,10000,
Галерея на площади Скала,2011,Италия,1,9000,
Museo di Palazzo Venezia,1916,Италия,58754,9000,
Museo di Palazzo Venezia,1916,Италия,58754,1200,
Музей искусств округа Лос-Анджелес,1910,США,620621,80000,1030551
Музей искусств округа Лос-Анджелес,1961,США,620621,80000,20800
Музей искусств округа Лос-Анджелес,1961,США,620621,80000,1030551
Галерея на площади Скала,2011,Италия,60125,10000,
Галерея на площади Скала,2011,Италия,60125,9000,
Museo di Palazzo Venezia,1916,Италия,118765,9000,
Museo di Palazzo Venezia,1916,Италия,118765,1200,
Галерея на площади Скала,2011,Италия,116296,10000,
Галерея на площади Скала,2011,Италия,116296,9000,
Галерея на площади Скала,2011,Италия,232528,10000,
Галерея на площади Скала,2011,Италия,232528,9000,
Галерея на площади Скала,2011,Италия,245932,10000,
Галерея на площади Скала,2011,Италия,245932,9000,
Museo di Palazzo Venezia,1916,Италия,468987,9000,
Museo di Palazzo Venezia,1916,Италия,468987,1200,
Капелла Бранкаччи,1424,Италия,16258,700,
Капелла Бранкаччи,1424,Италия,16258,2400,
Капелла Бранкаччи,1424,Италия,18905,700,
Капелла Бранкаччи,1424,Италия,18905,2400,
Капелла Бранкаччи,1424,Италия,27296,700,
Капелла Бранкаччи,1424,Италия,27296,2400,
Капелла Бранкаччи,1990,Италия,16258,700,
Капелла Бранкаччи,1990,Италия,16258,2400,
Капелла Бранкаччи,1990,Италия,18905,700,
Капелла Бранкаччи,1990,Италия,18905,2400,
Капелла Бранкаччи,1990,Италия,27296,700,
Капелла Бранкаччи,1990,Италия,27296,2400,
Капелла Бранкаччи,1424,Италия,73069,700,
Капелла Бранкаччи,1424,Италия,73069,2400,
Капелла Бранкаччи,1424,Италия,82202,700,
Капелла Бранкаччи,1424,Италия,82202,2400,
Капелла Бранкаччи,1990,Италия,73069,700,
Капелла Бранкаччи,1990,Италия,73069,2400,
Капелла Бранкаччи,1990,Италия,82202,700,
Капелла Бранкаччи,1990,Италия,82202,2400,
Чиквуд (ботанический сад),1960,США,,55,22084
Музей современного искусства Доннареджина,2005,Италия,2500,4000,46721
Музей современного искусства Доннареджина,2005,Италия,24700,4000,46721
Национальный музей искусств XXI века,2010,Италия,429500,10000,204811
Национальный музей искусств XXI века,2010,Италия,429500,20000,204811
Национальный музей искусств XXI века,2010,Италия,429900,10000,204811
Национальный музей искусств XXI века,2010,Италия,429900,20000,204811
Палаццо Альтемпс,1997,Италия,,6978,
Национальный музей искусств XXI века,2010,Италия,301445,10000,204811
Национальный музей искусств XXI века,2010,Италия,301445,20000,204811
Сиенская пинакотека,1932,Италия,8127,3700,
Сиенская пинакотека,1932,Италия,8127,1946,
Palazzo Rosso,1677,Италия,20000,35,
Palazzo Rosso,1677,Италия,120,35,
Palazzo Rosso,1677,Италия,150,35,
Palazzo Rosso,1677,Италия,1360,35,
Palazzo Rosso,1677,Италия,21320,35,
Музей Мандралиска,1842,Италия,18400,600,
Музей Мандралиска,1842,Италия,18400,800,
Музей Мандралиска,1842,Италия,20840,600,
Музей Мандралиска,1842,Италия,20840,800,
